img,dx,dy,leftEyeX,leftEyeY,rightEyeX,rightEyeY
screenshot-639.png,0,-1,406,264,338,257
screenshot-640.png,0,-1,406,265,336,256
screenshot-641.png,0,-1,333,256,403,263
screenshot-642.png,0,-1,333,256,400,264
screenshot-643.png,0,-1,401,264,332,257
screenshot-644.png,0,-1,333,256,401,264
screenshot-645.png,0,-1,401,263,333,256
screenshot-646.png,0,-1,333,257,401,264
screenshot-647.png,0,-1,400,264,334,257
screenshot-648.png,0,-1,334,257,402,264
screenshot-649.png,0,-1,403,265,334,257
screenshot-650.png,0,-1,401,264,333,257
screenshot-651.png,0,-1,332,257,400,264
screenshot-652.png,0,-1,332,256,402,264
screenshot-653.png,0,-1,332,257,401,263
screenshot-654.png,0,-1,334,260,397,263
screenshot-655.png,0,-1,325,256,396,261
screenshot-656.png,0,-1,325,255,395,260
screenshot-657.png,0,-1,333,253,401,261
screenshot-658.png,0,-1,341,252,408,262
screenshot-659.png,0,-1,407,262,340,251
screenshot-660.png,0,-1,333,252,401,260
screenshot-661.png,0,-1,333,253,401,260
screenshot-662.png,0,-1,406,262,338,253
screenshot-663.png,0,-1,338,252,404,261
screenshot-664.png,0,-1,395,261,328,256
screenshot-665.png,0,-1,329,255,396,260
screenshot-666.png,0,-1,330,252,398,259
screenshot-667.png,0,-1,329,252,398,260
screenshot-668.png,0,-1,328,253,396,260
screenshot-669.png,0,-1,323,252,391,258
screenshot-670.png,0,-1,377,254,310,254
screenshot-671.png,0,-1,365,254,298,260
screenshot-672.png,0,-1,357,250,290,257
